TransactionID,Date,CustomerID,ProductID,BranchID,ChannelID,ChannelName,TransactionTypeID,TransactionTypeName,Direction,Amount_VND,Fee_VND,ServiceTimeMinutes
TX000054443,2023-07-01,C02715,P201,B050,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-233786,4400,
TX000054444,2023-07-07,C02715,P004,B050,CH2,ATM,T01,Gửi tiền mặt,Credit,386264,0,
TX000054445,2023-07-28,C03464,P203,B004,CH2,ATM,T01,Gửi tiền mặt,Credit,10813147,0,
TX000054446,2023-07-08,C03464,P203,B004,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-9880597,4400,
TX000054447,2023-07-15,C03464,P005,B004,CH3,Internet Banking,T07,Trả nợ vay,Debit,-2785223,0,
TX000054448,2023-07-02,C03464,P005,B004,CH4,Mobile Banking,T08,Nhận lương,Credit,1320433,0,
TX000054449,2023-07-30,C03464,P202,B004,CH1,Quầy giao dịch,T07,Trả nợ vay,Debit,-1349609,0,12.2
TX000054450,2023-07-07,C00711,P001,B027,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-416647,800,
TX000054451,2023-07-01,C00711,P001,B027,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-471812,4400,
TX000054452,2023-07-22,C00985,P203,B006,CH5,Phone Banking,T01,Gửi tiền mặt,Credit,451244,0,
TX000054453,2023-07-31,C00985,P203,B006,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-82319,4400,
TX000054454,2023-07-01,C00985,P003,B006,CH3,Internet Banking,T02,Rút tiền mặt,Debit,-441414,0,
TX000054455,2023-07-18,C00985,P003,B006,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-714784,4400,
TX000054456,2023-07-27,C03620,P005,B037,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-115200,4400,
TX000054457,2023-07-19,C03620,P201,B037,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-364337,800,
TX000054458,2023-07-05,C01439,P201,B034,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-357356,4400,
TX000054459,2023-07-20,C03273,P007,B043,CH3,Internet Banking,T08,Nhận lương,Credit,2379668,0,
TX000054460,2023-07-06,C03273,P202,B043,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,796319,0,
TX000054461,2023-07-20,C03273,P007,B043,CH2,ATM,T03,Chuyển khoản nội bộ,Debit,-780900,11000,
TX000054462,2023-07-12,C03273,P202,B043,CH2,ATM,T01,Gửi tiền mặt,Credit,86490,0,
TX000054463,2023-07-23,C04669,P001,B014,CH2,ATM,T08,Nhận lương,Credit,6465099,0,
TX000054464,2023-07-26,C04669,P004,B014,CH1,Quầy giao dịch,T02,Rút tiền mặt,Debit,-48933032,14679,13.7
TX000054465,2023-07-10,C04669,P004,B014,CH1,Quầy giao dịch,T03,Chuyển khoản nội bộ,Debit,-19814460,11000,22.0
TX000054466,2023-07-12,C04669,P204,B014,CH2,ATM,T04,Chuyển khoản liên ngân hàng,Debit,-18633468,11000,
TX000054467,2023-07-11,C04669,P205,B014,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-7958699,4775,
TX000054468,2023-07-10,C04669,P205,B014,CH1,Quầy giao dịch,T01,Gửi tiền mặt,Credit,22691953,0,22.9
TX000054469,2023-07-09,C04669,P206,B014,CH1,Quầy giao dịch,T04,Chuyển khoản liên ngân hàng,Debit,-44180356,22090,21.8
TX000054470,2023-07-04,C04669,P204,B014,CH4,Mobile Banking,T08,Nhận lương,Credit,36003506,0,
TX000054471,2023-07-15,C04183,P002,B021,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-409065,800,
TX000054472,2023-07-30,C04183,P202,B021,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-991322,4400,
TX000054473,2023-07-28,C04183,P202,B021,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-407947,0,
TX000054474,2023-07-31,C00590,P001,B035,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-179019,0,
TX000054475,2023-07-04,C00590,P001,B035,CH1,Quầy giao dịch,T01,Gửi tiền mặt,Credit,1495690,0,13.5
TX000054476,2023-07-16,C03084,P203,B029,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-328943,800,
TX000054477,2023-07-17,C03084,P006,B029,CH3,Internet Banking,T07,Trả nợ vay,Debit,-520153,0,
TX000054478,2023-07-10,C03084,P203,B029,CH2,ATM,T01,Gửi tiền mặt,Credit,584869,0,
TX000054479,2023-07-04,C00437,P003,B009,CH6,Đại lý,T02,Rút tiền mặt,Debit,-999416,0,
TX000054480,2023-07-20,C00437,P003,B009,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-1343455,806,
TX000054481,2023-07-11,C00437,P203,B009,CH1,Quầy giao dịch,T01,Gửi tiền mặt,Credit,432233,0,7.8
TX000054482,2023-07-05,C00437,P203,B009,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-347704,4400,
TX000054483,2023-07-02,C00437,P203,B009,CH6,Đại lý,T06,Mua sắm thẻ,Debit,-1634574,2451,
TX000054484,2023-07-31,C03938,P003,B004,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-1948517,0,
TX000054485,2023-07-14,C03938,P202,B004,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-252554,4400,
TX000054486,2023-07-21,C03938,P003,B004,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-524244,4400,
TX000054487,2023-07-12,C00616,P201,B045,CH6,Đại lý,T03,Chuyển khoản nội bộ,Debit,-1864311,11000,
