TransactionID,Date,CustomerID,ProductID,BranchID,ChannelID,ChannelName,TransactionTypeID,TransactionTypeName,Direction,Amount_VND,Fee_VND,ServiceTimeMinutes
TX000244392,2025-04-04,C00734,P203,B005,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-242410,4400,
TX000244393,2025-04-11,C00734,P203,B005,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,542283,0,
TX000244394,2025-04-10,C00734,P203,B005,CH2,ATM,T04,Chuyển khoản liên ngân hàng,Debit,-606559,11000,
TX000244395,2025-04-05,C00734,P004,B005,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-542541,800,
TX000244396,2025-04-08,C00734,P004,B005,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-1566123,4400,
TX000244397,2025-04-05,C04926,P004,B045,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-95675,4400,
TX000244398,2025-04-28,C04926,P004,B045,CH1,Quầy giao dịch,T01,Gửi tiền mặt,Credit,484487,0,6.3
TX000244399,2025-04-18,C04926,P203,B045,CH2,ATM,T08,Nhận lương,Credit,228525,0,
TX000244400,2025-04-07,C04926,P203,B045,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-1669607,4400,
TX000244401,2025-04-30,C04796,P006,B050,CH2,ATM,T08,Nhận lương,Credit,381784,0,
TX000244402,2025-04-22,C04796,P006,B050,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,269991,0,
TX000244403,2025-04-24,C03934,P203,B040,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-528123,4400,
TX000244404,2025-04-06,C03934,P005,B040,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,3773800,0,
TX000244405,2025-04-17,C02970,P201,B040,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-295201,4400,
TX000244406,2025-04-26,C02970,P007,B040,CH2,ATM,T04,Chuyển khoản liên ngân hàng,Debit,-940724,11000,
TX000244407,2025-04-11,C02970,P201,B040,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-462226,0,
TX000244408,2025-04-05,C02970,P201,B040,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-471828,0,
TX000244409,2025-04-13,C02014,P007,B001,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-374036,4400,
TX000244410,2025-04-08,C02014,P203,B001,CH2,ATM,T02,Rút tiền mặt,Debit,-688826,0,
TX000244411,2025-04-18,C02014,P203,B001,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-1073950,4400,
TX000244412,2025-04-09,C02014,P203,B001,CH2,ATM,T08,Nhận lương,Credit,561714,0,
TX000244413,2025-04-03,C02014,P203,B001,CH1,Quầy giao dịch,T08,Nhận lương,Credit,229705,0,10.3
TX000244414,2025-04-08,C00320,P002,B042,CH1,Quầy giao dịch,T08,Nhận lương,Credit,1506220,0,9.3
TX000244415,2025-04-10,C00320,P002,B042,CH1,Quầy giao dịch,T07,Trả nợ vay,Debit,-497625,0,11.7
TX000244416,2025-04-22,C00320,P002,B042,CH2,ATM,T03,Chuyển khoản nội bộ,Debit,-429715,11000,
TX000244417,2025-04-17,C04343,P003,B046,CH2,ATM,T01,Gửi tiền mặt,Credit,266722,0,
TX000244418,2025-04-22,C04343,P003,B046,CH3,Internet Banking,T07,Trả nợ vay,Debit,-922292,0,
TX000244419,2025-04-25,C04343,P003,B046,CH3,Internet Banking,T07,Trả nợ vay,Debit,-798432,0,
TX000244420,2025-04-28,C04343,P202,B046,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,336699,0,
TX000244421,2025-04-25,C04343,P202,B046,CH5,Phone Banking,T08,Nhận lương,Credit,90513,0,
TX000244422,2025-04-14,C04343,P003,B046,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-331544,4400,
TX000244423,2025-04-26,C00445,P202,B028,CH1,Quầy giao dịch,T06,Mua sắm thẻ,Debit,-1230858,2000,8.2
TX000244424,2025-04-11,C00445,P001,B028,CH1,Quầy giao dịch,T01,Gửi tiền mặt,Credit,572982,0,9.0
TX000244425,2025-04-30,C00445,P001,B028,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-297266,4400,
TX000244426,2025-04-20,C00445,P202,B028,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-354689,800,
TX000244427,2025-04-18,C00445,P202,B028,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-1082016,4400,
TX000244428,2025-04-23,C00445,P202,B028,CH2,ATM,T08,Nhận lương,Credit,231806,0,
TX000244429,2025-04-20,C01014,P202,B029,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-8620078,4400,
TX000244430,2025-04-22,C01014,P001,B029,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-2049013,4400,
TX000244431,2025-04-15,C01014,P204,B029,CH2,ATM,T06,Mua sắm thẻ,Debit,-5185551,7778,
TX000244432,2025-04-26,C01014,P006,B029,CH2,ATM,T04,Chuyển khoản liên ngân hàng,Debit,-1218976,11000,
TX000244433,2025-04-01,C01014,P006,B029,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-2104869,4400,
TX000244434,2025-04-05,C01014,P006,B029,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-8237810,0,
TX000244435,2025-04-01,C01014,P204,B029,CH3,Internet Banking,T02,Rút tiền mặt,Debit,-3247143,0,
TX000244436,2025-04-03,C01014,P006,B029,CH1,Quầy giao dịch,T05,Thanh toán hóa đơn,Debit,-8609819,11000,16.4
TX000244437,2025-04-08,C00088,P203,B009,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,166821,0,
TX000244438,2025-04-24,C00751,P203,B024,CH1,Quầy giao dịch,T01,Gửi tiền mặt,Credit,319120,0,7.7
TX000244439,2025-04-08,C00751,P004,B024,CH1,Quầy giao dịch,T05,Thanh toán hóa đơn,Debit,-2922481,11000,10.0
TX000244440,2025-04-20,C00751,P203,B024,CH1,Quầy giao dịch,T05,Thanh toán hóa đơn,Debit,-995452,11000,14.1
TX000244441,2025-04-12,C00751,P203,B024,CH1,Quầy giao dịch,T08,Nhận lương,Credit,220008,0,5.6
TX000244442,2025-04-14,C00751,P004,B024,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-561266,4400,
TX000244443,2025-04-20,C00751,P004,B024,CH2,ATM,T01,Gửi tiền mặt,Credit,732382,0,
TX000244444,2025-04-30,C00751,P203,B024,CH6,Đại lý,T03,Chuyển khoản nội bộ,Debit,-105057,11000,
