TransactionID,Date,CustomerID,ProductID,BranchID,ChannelID,ChannelName,TransactionTypeID,TransactionTypeName,Direction,Amount_VND,Fee_VND,ServiceTimeMinutes
TX000099798,2023-12-31,C01774,P205,B038,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-108350787,21670,
TX000099799,2023-12-18,C01774,P003,B038,CH1,Quầy giao dịch,T04,Chuyển khoản liên ngân hàng,Debit,-12248232,11000,22.9
TX000099800,2023-12-21,C01774,P205,B038,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-24291028,4858,
TX000099801,2023-12-18,C01774,P205,B038,CH1,Quầy giao dịch,T03,Chuyển khoản nội bộ,Debit,-11080680,11000,15.3
TX000099802,2023-12-20,C01774,P206,B038,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-8734214,4400,
TX000099803,2023-12-12,C01774,P003,B038,CH1,Quầy giao dịch,T03,Chuyển khoản nội bộ,Debit,-41809156,20904,26.2
TX000099804,2023-12-09,C01774,P206,B038,CH1,Quầy giao dịch,T01,Gửi tiền mặt,Credit,13114715,0,19.8
TX000099805,2023-12-20,C01774,P205,B038,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-8897453,4400,
TX000099806,2023-12-08,C01774,P204,B038,CH1,Quầy giao dịch,T04,Chuyển khoản liên ngân hàng,Debit,-27123850,13561,24.3
TX000099807,2023-12-16,C01774,P206,B038,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-183363172,0,
TX000099808,2023-12-07,C01774,P006,B038,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-24065807,0,
TX000099809,2023-12-28,C00560,P001,B050,CH2,ATM,T06,Mua sắm thẻ,Debit,-944720,2000,
TX000099810,2023-12-21,C00560,P201,B050,CH1,Quầy giao dịch,T05,Thanh toán hóa đơn,Debit,-495267,11000,14.1
TX000099811,2023-12-02,C00560,P001,B050,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-643134,4400,
TX000099812,2023-12-16,C00560,P201,B050,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-272330,4400,
TX000099813,2023-12-18,C00560,P001,B050,CH2,ATM,T02,Rút tiền mặt,Debit,-91293,0,
TX000099814,2023-12-11,C00560,P001,B050,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-1567876,4400,
TX000099815,2023-12-18,C02390,P005,B009,CH2,ATM,T08,Nhận lương,Credit,1171749,0,
TX000099816,2023-12-13,C02390,P005,B009,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-523562,0,
TX000099817,2023-12-21,C02662,P201,B009,CH2,ATM,T07,Trả nợ vay,Debit,-506525,0,
TX000099818,2023-12-01,C02662,P201,B009,CH3,Internet Banking,T08,Nhận lương,Credit,1940280,0,
TX000099819,2023-12-23,C02662,P201,B009,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-959898,800,
TX000099820,2023-12-09,C01501,P007,B023,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-5097831,4400,
TX000099821,2023-12-25,C01501,P007,B023,CH1,Quầy giao dịch,T06,Mua sắm thẻ,Debit,-503805,2000,12.1
TX000099822,2023-12-08,C00050,P201,B044,CH4,Mobile Banking,T08,Nhận lương,Credit,344383,0,
TX000099823,2023-12-31,C00050,P201,B044,CH4,Mobile Banking,T08,Nhận lương,Credit,287667,0,
TX000099824,2023-12-18,C00050,P004,B044,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-470022,0,
TX000099825,2023-12-04,C00050,P201,B044,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,496890,0,
TX000099826,2023-12-29,C00050,P201,B044,CH3,Internet Banking,T08,Nhận lương,Credit,298345,0,
TX000099827,2023-12-24,C04336,P003,B023,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-300741,4400,
TX000099828,2023-12-29,C04336,P003,B023,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-725909,800,
TX000099829,2023-12-10,C04336,P003,B023,CH1,Quầy giao dịch,T07,Trả nợ vay,Debit,-2114922,0,10.1
TX000099830,2023-12-15,C03625,P002,B025,CH3,Internet Banking,T07,Trả nợ vay,Debit,-348562,0,
TX000099831,2023-12-03,C03625,P203,B025,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-175403,4400,
TX000099832,2023-12-21,C03625,P203,B025,CH3,Internet Banking,T08,Nhận lương,Credit,3066735,0,
TX000099833,2023-12-01,C03625,P002,B025,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-475024,4400,
TX000099834,2023-12-28,C01158,P202,B045,CH1,Quầy giao dịch,T02,Rút tiền mặt,Debit,-365249,5000,14.5
TX000099835,2023-12-16,C01158,P202,B045,CH6,Đại lý,T03,Chuyển khoản nội bộ,Debit,-1147193,11000,
TX000099836,2023-12-31,C01158,P202,B045,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-322522,4400,
TX000099837,2023-12-04,C01158,P202,B045,CH3,Internet Banking,T07,Trả nợ vay,Debit,-671760,0,
