TransactionID,Date,CustomerID,ProductID,BranchID,ChannelID,ChannelName,TransactionTypeID,TransactionTypeName,Direction,Amount_VND,Fee_VND,ServiceTimeMinutes
TX000181177,2024-09-14,C03586,P007,B024,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-4875131,0,
TX000181178,2024-09-11,C03586,P202,B024,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-1889467,4400,
TX000181179,2024-09-09,C03586,P004,B024,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-13712708,8227,
TX000181180,2024-09-22,C03586,P202,B024,CH1,Quầy giao dịch,T04,Chuyển khoản liên ngân hàng,Debit,-9403309,11000,9.4
TX000181181,2024-09-21,C03586,P007,B024,CH5,Phone Banking,T07,Trả nợ vay,Debit,-10421993,0,
TX000181182,2024-09-03,C03586,P202,B024,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-6188354,0,
TX000181183,2024-09-16,C03586,P203,B024,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-1808995,1085,
TX000181184,2024-09-09,C03586,P202,B024,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-9906996,4400,
TX000181185,2024-09-01,C01945,P202,B004,CH3,Internet Banking,T08,Nhận lương,Credit,668219,0,
TX000181186,2024-09-18,C01945,P007,B004,CH3,Internet Banking,T08,Nhận lương,Credit,233463,0,
TX000181187,2024-09-19,C01945,P007,B004,CH1,Quầy giao dịch,T08,Nhận lương,Credit,246064,0,10.9
TX000181188,2024-09-09,C00395,P202,B045,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-340834,800,
TX000181189,2024-09-26,C00395,P202,B045,CH3,Internet Banking,T07,Trả nợ vay,Debit,-207685,0,
TX000181190,2024-09-02,C00395,P202,B045,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,1083417,0,
TX000181191,2024-09-23,C00395,P202,B045,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-394321,4400,
TX000181192,2024-09-25,C00395,P202,B045,CH4,Mobile Banking,T08,Nhận lương,Credit,727268,0,
TX000181193,2024-09-28,C00395,P001,B045,CH2,ATM,T08,Nhận lương,Credit,162055,0,
TX000181194,2024-09-23,C00395,P202,B045,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-187102,4400,
TX000181195,2024-09-27,C03841,P005,B050,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-3403183,4400,
TX000181196,2024-09-21,C03841,P202,B050,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,2624288,0,
TX000181197,2024-09-17,C03841,P005,B050,CH2,ATM,T01,Gửi tiền mặt,Credit,491561,0,
TX000181198,2024-09-12,C03841,P005,B050,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-3558305,4400,
TX000181199,2024-09-26,C03841,P003,B050,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-2211636,1326,
TX000181200,2024-09-17,C03841,P202,B050,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,14748320,0,
TX000181201,2024-09-24,C03841,P202,B050,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-2640420,0,
TX000181202,2024-09-25,C03841,P204,B050,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,9871721,0,
TX000181203,2024-09-16,C03841,P005,B050,CH3,Internet Banking,T07,Trả nợ vay,Debit,-2450870,0,
TX000181204,2024-09-12,C00985,P203,B006,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,622366,0,
TX000181205,2024-09-26,C00985,P203,B006,CH3,Internet Banking,T08,Nhận lương,Credit,1267896,0,
TX000181206,2024-09-27,C00985,P003,B006,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-1439981,4400,
TX000181207,2024-09-14,C00985,P003,B006,CH1,Quầy giao dịch,T08,Nhận lương,Credit,369000,0,8.2
TX000181208,2024-09-15,C00985,P003,B006,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-898761,4400,
TX000181209,2024-09-24,C03624,P201,B021,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-1335035,4400,
TX000181210,2024-09-02,C00818,P201,B050,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-489670,0,
TX000181211,2024-09-17,C00818,P003,B050,CH2,ATM,T05,Thanh toán hóa đơn,Debit,-210208,11000,
TX000181212,2024-09-27,C00818,P003,B050,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-1119328,4400,
TX000181213,2024-09-11,C00818,P201,B050,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-187776,800,
TX000181214,2024-09-12,C02422,P001,B009,CH1,Quầy giao dịch,T02,Rút tiền mặt,Debit,-342264,5000,7.7
TX000181215,2024-09-05,C02422,P202,B009,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-196476,800,
TX000181216,2024-09-16,C02422,P202,B009,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-178198,0,
TX000181217,2024-09-06,C03695,P204,B050,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-3334151,2000,
TX000181218,2024-09-21,C03695,P203,B050,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-29500020,17700,
TX000181219,2024-09-10,C01606,P007,B042,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-327178,4400,
TX000181220,2024-09-29,C01606,P007,B042,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,235455,0,
TX000181221,2024-09-28,C01606,P007,B042,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-368509,4400,
TX000181222,2024-09-21,C01606,P202,B042,CH2,ATM,T06,Mua sắm thẻ,Debit,-182982,2000,
TX000181223,2024-09-03,C01606,P202,B042,CH3,Internet Banking,T08,Nhận lương,Credit,683091,0,
TX000181224,2024-09-23,C03336,P201,B022,CH1,Quầy giao dịch,T07,Trả nợ vay,Debit,-544358,0,5.4
TX000181225,2024-09-25,C02235,P004,B046,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-9993631,0,
TX000181226,2024-09-03,C02235,P202,B046,CH6,Đại lý,T05,Thanh toán hóa đơn,Debit,-1451831,11000,
TX000181227,2024-09-15,C02235,P204,B046,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-2845237,4400,
TX000181228,2024-09-29,C02235,P202,B046,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-1469754,881,
TX000181229,2024-09-08,C02235,P002,B046,CH1,Quầy giao dịch,T01,Gửi tiền mặt,Credit,577190,0,18.2
TX000181230,2024-09-19,C02235,P204,B046,CH4,Mobile Banking,T08,Nhận lương,Credit,1522597,0,
TX000181231,2024-09-14,C02235,P002,B046,CH2,ATM,T01,Gửi tiền mặt,Credit,1213208,0,
TX000181232,2024-09-29,C02235,P202,B046,CH1,Quầy giao dịch,T02,Rút tiền mặt,Debit,-4316646,5000,11.6
TX000181233,2024-09-15,C00412,P201,B024,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,102084,0,
TX000181234,2024-09-28,C00412,P201,B024,CH2,ATM,T05,Thanh toán hóa đơn,Debit,-264137,11000,
TX000181235,2024-09-20,C00684,P005,B011,CH1,Quầy giao dịch,T05,Thanh toán hóa đơn,Debit,-1477109,11000,10.9
TX000181236,2024-09-13,C00936,P202,B008,CH4,Mobile Banking,T08,Nhận lương,Credit,3680892,0,
TX000181237,2024-09-11,C00936,P001,B008,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-2280816,4400,
TX000181238,2024-09-26,C00936,P204,B008,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-1258081,0,
TX000181239,2024-09-05,C02409,P202,B033,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-8091708,4400,
TX000181240,2024-09-26,C02409,P005,B033,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-260670,4400,
TX000181241,2024-09-17,C02409,P005,B033,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-1366272,4400,
TX000181242,2024-09-16,C02409,P202,B033,CH2,ATM,T03,Chuyển khoản nội bộ,Debit,-369435,11000,
TX000181243,2024-09-08,C03022,P202,B040,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-909235,0,
TX000181244,2024-09-04,C03022,P202,B040,CH1,Quầy giao dịch,T08,Nhận lương,Credit,331092,0,2.0
TX000181245,2024-09-01,C03022,P007,B040,CH3,Internet Banking,T07,Trả nợ vay,Debit,-517322,0,
TX000181246,2024-09-28,C03022,P202,B040,CH2,ATM,T08,Nhận lương,Credit,529697,0,
TX000181247,2024-09-14,C01756,P202,B021,CH2,ATM,T07,Trả nợ vay,Debit,-731120,0,
TX000181248,2024-09-16,C01756,P002,B021,CH4,Mobile Banking,T08,Nhận lương,Credit,207831,0,
TX000181249,2024-09-30,C01756,P002,B021,CH4,Mobile Banking,T08,Nhận lương,Credit,593296,0,
TX000181250,2024-09-09,C01756,P202,B021,CH1,Quầy giao dịch,T08,Nhận lương,Credit,282343,0,11.4
TX000181251,2024-09-29,C04418,P203,B024,CH4,Mobile Banking,T08,Nhận lương,Credit,68931,0,
TX000181252,2024-09-05,C04418,P203,B024,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-749236,0,
TX000181253,2024-09-25,C04418,P203,B024,CH5,Phone Banking,T07,Trả nợ vay,Debit,-753804,0,
TX000181254,2024-09-18,C04418,P203,B024,CH2,ATM,T06,Mua sắm thẻ,Debit,-796079,2000,
TX000181255,2024-09-24,C02398,P203,B037,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-170779,4400,
TX000181256,2024-09-18,C02398,P005,B037,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-734794,0,
TX000181257,2024-09-08,C02398,P203,B037,CH1,Quầy giao dịch,T08,Nhận lương,Credit,2970648,0,17.6
TX000181258,2024-09-01,C02224,P202,B021,CH1,Quầy giao dịch,T06,Mua sắm thẻ,Debit,-277562,2000,2.0
TX000181259,2024-09-20,C02224,P202,B021,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-840822,0,
TX000181260,2024-09-18,C02224,P202,B021,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-592864,800,
