TransactionID,Date,CustomerID,ProductID,BranchID,ChannelID,ChannelName,TransactionTypeID,TransactionTypeName,Direction,Amount_VND,Fee_VND,ServiceTimeMinutes
TX000289504,2025-09-17,C04265,P206,B009,CH1,Quầy giao dịch,T03,Chuyển khoản nội bộ,Debit,-68857223,34428,23.1
TX000289505,2025-09-04,C04265,P205,B009,CH6,Đại lý,T07,Trả nợ vay,Debit,-101699632,0,
TX000289506,2025-09-11,C04265,P003,B009,CH1,Quầy giao dịch,T03,Chuyển khoản nội bộ,Debit,-107887238,53943,31.0
TX000289507,2025-09-22,C01701,P005,B008,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-1645613,4400,
TX000289508,2025-09-02,C01701,P203,B008,CH2,ATM,T08,Nhận lương,Credit,214882,0,
TX000289509,2025-09-02,C01224,P201,B042,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,969983,0,
TX000289510,2025-09-13,C01577,P007,B035,CH3,Internet Banking,T08,Nhận lương,Credit,2652116,0,
TX000289511,2025-09-14,C01577,P203,B035,CH1,Quầy giao dịch,T01,Gửi tiền mặt,Credit,1433963,0,13.7
TX000289512,2025-09-22,C01577,P004,B035,CH4,Mobile Banking,T08,Nhận lương,Credit,2565267,0,
TX000289513,2025-09-27,C01366,P002,B049,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-887286,4400,
TX000289514,2025-09-03,C01366,P002,B049,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-405213,4400,
TX000289515,2025-09-11,C01366,P002,B049,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,316636,0,
TX000289516,2025-09-20,C01366,P002,B049,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,847511,0,
TX000289517,2025-09-15,C04011,P202,B008,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-767179,4400,
TX000289518,2025-09-30,C04011,P005,B008,CH2,ATM,T08,Nhận lương,Credit,1406606,0,
TX000289519,2025-09-21,C04011,P005,B008,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-168001,4400,
TX000289520,2025-09-04,C04011,P005,B008,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-383729,4400,
TX000289521,2025-09-11,C04011,P202,B008,CH1,Quầy giao dịch,T03,Chuyển khoản nội bộ,Debit,-197721,11000,10.1
TX000289522,2025-09-23,C01400,P003,B003,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-565203,4400,
TX000289523,2025-09-10,C01400,P203,B003,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-242227,0,
TX000289524,2025-09-30,C01400,P203,B003,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-1325832,0,
TX000289525,2025-09-25,C03250,P202,B043,CH1,Quầy giao dịch,T06,Mua sắm thẻ,Debit,-1053354,2000,8.2
TX000289526,2025-09-25,C03250,P006,B043,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-479749,0,
TX000289527,2025-09-17,C03250,P006,B043,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,871045,0,
TX000289528,2025-09-09,C03250,P006,B043,CH1,Quầy giao dịch,T03,Chuyển khoản nội bộ,Debit,-204583,11000,6.6
TX000289529,2025-09-13,C03250,P202,B043,CH4,Mobile Banking,T08,Nhận lương,Credit,313507,0,
TX000289530,2025-09-10,C03250,P202,B043,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,224674,0,
TX000289531,2025-09-28,C04175,P201,B050,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-530085,4400,
TX000289532,2025-09-13,C04175,P201,B050,CH3,Internet Banking,T02,Rút tiền mặt,Debit,-601141,0,
TX000289533,2025-09-21,C04175,P201,B050,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-244584,4400,
TX000289534,2025-09-11,C04175,P201,B050,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-143353,800,
TX000289535,2025-09-19,C04175,P002,B050,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-424267,4400,
TX000289536,2025-09-02,C04175,P002,B050,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-904811,4400,
TX000289537,2025-09-28,C00270,P004,B047,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-479189,0,
TX000289538,2025-09-14,C00270,P004,B047,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,57883,0,
TX000289539,2025-09-26,C04982,P201,B024,CH3,Internet Banking,T08,Nhận lương,Credit,352657,0,
TX000289540,2025-09-17,C04982,P201,B024,CH1,Quầy giao dịch,T04,Chuyển khoản liên ngân hàng,Debit,-512555,11000,10.5
TX000289541,2025-09-23,C03540,P201,B008,CH3,Internet Banking,T07,Trả nợ vay,Debit,-1102752,0,
